회사명,거래소코드,회계년도,자산(*)(IFRS연결),자본(*)(IFRS연결)
한국유니온제약(주),080720,2020/12,97183104,68369064
한국유리공업(주),002000,2011/12,769733654,599746530
한국유리공업(주),002000,2012/12,657527144,522306906
한국유리공업(주),002000,2013/12,630989850,494966576
한국유리공업(주),002000,2014/12,646295794,525217004
한국유리공업(주),002000,2015/12,678471280,563894422
한국유리공업(주),002000,2016/12,710714634,576549581
한국유리공업(주),002000,2017/12,852872296,710203570
한국전력공사(주),015760,2011/12,136467850000,53803950000
한국전력공사(주),015760,2012/12,146152820000,51064202000
한국전력공사(주),015760,2013/12,155527334000,51450736000
한국전력공사(주),015760,2014/12,163708289000,54825010000
한국전력공사(주),015760,2015/12,175257359000,67942475000
한국전력공사(주),015760,2016/12,177837042000,73050545000
한국전력공사(주),015760,2017/12,181788915000,72964641000
한국전력공사(주),015760,2018/12,185249061000,71092762000
한국전력공사(주),015760,2019/12,197597792000,68889649000
한국전력공사(주),015760,2020/12,203142111000,70666846000
한국전력기술(주),052690,2011/12,,
한국전력기술(주),052690,2012/12,,
한국전력기술(주),052690,2013/12,,
한국전력기술(주),052690,2014/12,,
한국전력기술(주),052690,2015/12,,
한국전력기술(주),052690,2016/12,,
한국전력기술(주),052690,2017/12,,
한국전력기술(주),052690,2018/12,,
한국전력기술(주),052690,2019/12,,
한국전력기술(주),052690,2020/12,700291402,499074513
한국전자금융(주),063570,2011/12,122404624,74027220
한국전자금융(주),063570,2012/12,128990884,76737206
한국전자금융(주),063570,2013/12,131071258,85425453
한국전자금융(주),063570,2014/12,129791372,89649551
한국전자금융(주),063570,2015/12,186860381,104266321
한국전자금융(주),063570,2016/12,221789132,116472475
한국전자금융(주),063570,2017/12,381285563,157106393
한국전자금융(주),063570,2018/12,410851152,164982753
한국전자금융(주),063570,2019/12,455809892,162219195
한국전자금융(주),063570,2020/12,477935594,157569376
한국전자인증(주),041460,2011/12,,
한국전자인증(주),041460,2012/12,33795515,22008178
한국전자인증(주),041460,2013/12,35589598,23403167
한국전자인증(주),041460,2014/12,38786130,25885539
한국전자인증(주),041460,2015/12,42081764,27443589
한국전자인증(주),041460,2016/12,46225243,31663961
한국전자인증(주),041460,2017/12,48493863,33330059
한국전자인증(주),041460,2018/12,52746564,35125221
한국전자인증(주),041460,2019/12,57585101,40668021
한국전자인증(주),041460,2020/12,58406519,40425701
한국정밀기계(주),101680,2011/12,,
한국정밀기계(주),101680,2012/12,,
한국정밀기계(주),101680,2013/12,,
한국정밀기계(주),101680,2014/12,,
한국정밀기계(주),101680,2015/12,,
한국정밀기계(주),101680,2016/12,,
한국정밀기계(주),101680,2017/12,,
한국정밀기계(주),101680,2018/12,,
한국정밀기계(주),101680,2019/12,,
한국정밀기계(주),101680,2020/12,,
한국정보공학(주),039740,2011/12,98589004,59105071
한국정보공학(주),039740,2012/12,109261921,58295130
한국정보공학(주),039740,2013/12,104739412,61192762
한국정보공학(주),039740,2014/12,104985798,61712027
한국정보공학(주),039740,2015/12,102237297,61889504
한국정보공학(주),039740,2016/12,85235736,50297039
한국정보공학(주),039740,2017/12,99380104,49287023
한국정보공학(주),039740,2018/12,63305210,39429062
한국정보공학(주),039740,2019/12,85133950,40763339
한국정보공학(주),039740,2020/12,76024287,36404381
한국정보인증(주),053300,2011/12,38463694,23141231
한국정보인증(주),053300,2012/12,40942379,27178910
한국정보인증(주),053300,2013/12,46012153,31367340
한국정보인증(주),053300,2014/12,58926963,43150041
한국정보인증(주),053300,2015/12,65783225,48249148
한국정보인증(주),053300,2016/12,88029815,69631694
한국정보인증(주),053300,2017/12,93375453,74076702
한국정보인증(주),053300,2018/12,100615835,79948840
한국정보인증(주),053300,2019/12,109192283,85228915
한국정보인증(주),053300,2020/12,118767769,90706272
한국정보통신(주),025770,2011/12,117132501,58374657
한국정보통신(주),025770,2012/12,130146232,66435693
한국정보통신(주),025770,2013/12,152626099,82293643
한국정보통신(주),025770,2014/12,177793676,98305949
한국정보통신(주),025770,2015/12,207992388,119533638
한국정보통신(주),025770,2016/12,237635369,147060352
한국정보통신(주),025770,2017/12,264909032,167396615
한국정보통신(주),025770,2018/12,288596585,184562600
한국정보통신(주),025770,2019/12,353591699,202265843
한국정보통신(주),025770,2020/12,325632587,206609749
한국제지(주),002300,2011/12,,
한국제지(주),002300,2012/12,,
한국제지(주),002300,2013/12,706468336,503938293
한국제지(주),002300,2014/12,677382065,507298471
한국제지(주),002300,2015/12,719933367,512362172
한국제지(주),002300,2016/12,730508862,523024814
한국제지(주),002300,2017/12,771375495,520587520
한국제지(주),002300,2018/12,758168611,486485836
한국제지(주),002300,2019/12,850634531,487135934
한국조선해양(주),009540,2011/12,49000816098,18176519067
한국조선해양(주),009540,2012/12,49273175894,18741351195
한국조선해양(주),009540,2013/12,53204971621,19029591757
한국조선해양(주),009540,2014/12,53384417841,16638575662
한국조선해양(주),009540,2015/12,49469064992,15426103573
한국조선해양(주),009540,2016/12,48949259814,17786561649
한국조선해양(주),009540,2017/12,30408847507,12372037982
한국조선해양(주),009540,2018/12,24729898792,13110963372
한국조선해양(주),009540,2019/12,25055372817,12926315162
한국조선해양(주),009540,2020/12,25244191252,12421225434
한국주강(주),025890,2011/12,,
한국주강(주),025890,2012/12,,
한국주강(주),025890,2013/12,,
한국주강(주),025890,2014/12,,
한국주강(주),025890,2015/12,,
한국주강(주),025890,2016/12,,
한국주강(주),025890,2017/12,,
한국주강(주),025890,2018/12,,
한국주강(주),025890,2019/12,,
한국주강(주),025890,2020/12,,
한국주철관공업(주),000970,2011/03,344381848,212776151
한국주철관공업(주),000970,2012/03,333471929,215393957
한국주철관공업(주),000970,2013/03,333174658,218445139
한국주철관공업(주),000970,2014/03,319386331,219139936
한국주철관공업(주),000970,2015/03,300739840,224351087
한국주철관공업(주),000970,2016/03,323376593,235419081
한국주철관공업(주),000970,2017/03,334728979,255096611
한국주철관공업(주),000970,2018/03,340407803,261919891
한국주철관공업(주),000970,2019/03,351976405,268919643
한국주철관공업(주),000970,2020/03,356691627,278126298
한국지역난방공사,071320,2011/12,4581802816,1380336568
한국지역난방공사,071320,2012/12,4892422214,1523131408
한국지역난방공사,071320,2013/12,5007901742,1600531220
한국지역난방공사,071320,2014/12,,
한국지역난방공사,071320,2015/12,,
한국지역난방공사,071320,2016/12,,
한국지역난방공사,071320,2017/12,,
한국지역난방공사,071320,2018/12,5657998589,1560152486
한국지역난방공사,071320,2019/12,5892614210,1529393588
한국지역난방공사,071320,2020/12,6073139097,1803734802
한국철강(주),104700,2011/12,,
한국철강(주),104700,2012/12,,
한국철강(주),104700,2013/12,,
한국철강(주),104700,2014/12,,
한국철강(주),104700,2015/12,,
한국철강(주),104700,2016/12,,
한국철강(주),104700,2017/12,,
한국철강(주),104700,2018/12,,
한국철강(주),104700,2019/12,,
한국철강(주),104700,2020/12,,
한국컴퓨터(주),054040,2011/12,104538691,65612818
한국컴퓨터(주),054040,2012/12,106839059,69804666
한국컴퓨터(주),054040,2013/12,106390328,80295565
한국컴퓨터(주),054040,2014/12,109083768,85047945
한국컴퓨터(주),054040,2015/12,106564426,92161282
한국컴퓨터(주),054040,2016/12,116752528,97093599
한국컴퓨터(주),054040,2017/12,146066345,94670193
한국컴퓨터(주),054040,2018/12,135316307,86490764
한국컴퓨터(주),054040,2019/12,128593746,93995744
한국컴퓨터(주),054040,2020/12,143139627,101835725
한국콜마(주),161890,2013/03,230013673,97807112
한국콜마(주),161890,2014/12,336375678,179796644
한국콜마(주),161890,2015/12,344296273,220683680
한국콜마(주),161890,2016/12,492928108,287686856
한국콜마(주),161890,2017/12,668548554,332636543
한국콜마(주),161890,2018/12,2186418082,809826828
한국콜마(주),161890,2019/12,2400309459,847872907
한국콜마(주),161890,2020/12,2489599417,999242017
한국콜마홀딩스(주),024720,2011/03,226518022,123201733
한국콜마홀딩스(주),024720,2012/03,295606988,139347044
한국콜마홀딩스(주),024720,2013/03,266882024,184210176
한국콜마홀딩스(주),024720,2014/12,378190350,229504581
한국콜마홀딩스(주),024720,2015/12,499515755,267823763
한국콜마홀딩스(주),024720,2016/12,567569888,319079336
한국콜마홀딩스(주),024720,2017/12,746857715,392222729
한국콜마홀딩스(주),024720,2018/12,881687299,495422341
한국콜마홀딩스(주),024720,2019/12,1095090642,603778421
한국콜마홀딩스(주),024720,2020/12,1218505783,787609056
한국타이어앤테크놀로지(주),161390,2012/12,7182454444,3221485621
한국타이어앤테크놀로지(주),161390,2013/12,7776713391,3924135810
한국타이어앤테크놀로지(주),161390,2014/12,8320082169,4516473178
한국타이어앤테크놀로지(주),161390,2015/12,9496138132,5140788202
한국타이어앤테크놀로지(주),161390,2016/12,9621973239,5961479320
한국타이어앤테크놀로지(주),161390,2017/12,9518786151,6373506245
한국타이어앤테크놀로지(주),161390,2018/12,9796442247,6790312968
한국타이어앤테크놀로지(주),161390,2019/12,10164607903,7187217114
한국타이어앤테크놀로지(주),161390,2020/12,10658547889,7412147522
한국프랜지공업(주),010100,2011/12,601235596,249396299
한국프랜지공업(주),010100,2012/12,614503505,255858915
한국프랜지공업(주),010100,2013/12,611838947,265315719
한국프랜지공업(주),010100,2014/12,656706479,262864137
한국프랜지공업(주),010100,2015/12,717080889,275431898
한국프랜지공업(주),010100,2016/12,733030315,288746716
한국프랜지공업(주),010100,2017/12,632537110,222774858
한국프랜지공업(주),010100,2018/12,640611046,220378356
한국프랜지공업(주),010100,2019/12,652275270,228131227
한국프랜지공업(주),010100,2020/12,667998510,236960324
한국항공우주산업(주),047810,2011/12,1755476405,845567953
한국항공우주산업(주),047810,2012/12,1892522284,887335811
한국항공우주산업(주),047810,2013/12,1976071382,961562401
한국항공우주산업(주),047810,2014/12,2108950275,1000700394
한국항공우주산업(주),047810,2015/12,2808157935,1214449867
한국항공우주산업(주),047810,2016/12,2980840123,1445575603
한국항공우주산업(주),047810,2017/12,3166223009,1140405157
한국항공우주산업(주),047810,2018/12,3755863511,1052906093
한국항공우주산업(주),047810,2019/12,4367135609,1183160662
한국항공우주산업(주),047810,2020/12,5159070657,1234279920
한국화장품(주),123690,2011/12,123346867,59730907
한국화장품(주),123690,2012/12,113557331,40095560
한국화장품(주),123690,2013/12,108902651,23894240
한국화장품(주),123690,2014/12,91230283,50441772
한국화장품(주),123690,2015/12,72898699,41479891
한국화장품(주),123690,2016/12,99299898,55692395
한국화장품(주),123690,2017/12,99397360,59311610
한국화장품(주),123690,2018/12,95021031,52778098
한국화장품(주),123690,2019/12,81307960,35193457
한국화장품(주),123690,2020/12,75378062,29518687
한라아이엠에스(주),092460,2011/12,61295055,50295230
한라아이엠에스(주),092460,2012/12,71188501,53513421
한라아이엠에스(주),092460,2013/12,81649158,54881355
한라아이엠에스(주),092460,2014/12,86157799,58607050
한라아이엠에스(주),092460,2015/12,92306826,65750842
한라아이엠에스(주),092460,2016/12,91257606,69402297
한라아이엠에스(주),092460,2017/12,99173676,73477272
한라아이엠에스(주),092460,2018/12,105176904,76512255
한라아이엠에스(주),092460,2019/12,112841733,80931717
한라아이엠에스(주),092460,2020/12,129827327,81227529
한미반도체(주),042700,2011/12,204374193,169789986
한미반도체(주),042700,2012/12,230991973,183034689
한미반도체(주),042700,2013/12,240728439,182717293
한미반도체(주),042700,2014/12,,
한미반도체(주),042700,2015/12,225559496,193961276
한미반도체(주),042700,2016/12,284988380,209344806
한미반도체(주),042700,2017/12,285064244,206173287
한미반도체(주),042700,2018/12,246028948,215557067
한미반도체(주),042700,2019/12,257474681,219705202
한미반도체(주),042700,2020/12,326966868,257090543
한미사이언스(주),008930,2011/12,406164685,372254088
한미사이언스(주),008930,2012/12,485394283,393892844
한미사이언스(주),008930,2013/12,579822998,409065759
한미사이언스(주),008930,2014/12,742795234,417711809
한미사이언스(주),008930,2015/12,932024384,584249645
한미사이언스(주),008930,2016/12,969248669,647563850
한미사이언스(주),008930,2017/12,938783180,665152242
한미사이언스(주),008930,2018/12,916545956,653093925
한미사이언스(주),008930,2019/12,910832377,645687132
한미사이언스(주),008930,2020/12,923219549,658733646
한미약품(주),128940,2011/12,787751025,378222433
한미약품(주),128940,2012/12,835591466,409343168
한미약품(주),128940,2013/12,880869229,462915049
한미약품(주),128940,2014/12,1033334526,589246166
한미약품(주),128940,2015/12,1722592753,744807934
한미약품(주),128940,2016/12,1596970589,734516954
한미약품(주),128940,2017/12,1660934086,792424262
한미약품(주),128940,2018/12,1691209669,789256471
한미약품(주),128940,2019/12,1913706258,822261425
한미약품(주),128940,2020/12,1882026593,831889475
한성기업(주),003680,2011/12,165670477,62103113
한성기업(주),003680,2012/12,179025738,65848843
한성기업(주),003680,2013/12,209621483,68305231
한성기업(주),003680,2014/12,213604546,54583522
한성기업(주),003680,2015/12,,
한성기업(주),003680,2016/12,,
한성기업(주),003680,2017/12,,
한성기업(주),003680,2018/12,,
한성기업(주),003680,2019/12,233558717,49864809
한성기업(주),003680,2020/12,,
한세실업(주),105630,2011/12,513994136,188667108
한세실업(주),105630,2012/12,585712033,234357421
한세실업(주),105630,2013/12,682383723,272098156
한세실업(주),105630,2014/12,783233695,330889640
한세실업(주),105630,2015/12,992172304,425603115
한세실업(주),105630,2016/12,1270684015,563612203
한세실업(주),105630,2017/12,1196058481,573578531
한세실업(주),105630,2018/12,1170729345,492657657
한세실업(주),105630,2019/12,1179455697,455003687
한세실업(주),105630,2020/12,1021055618,421351758
한세엠케이(주),069640,2011/12,179137166,130042915
한세엠케이(주),069640,2012/12,173129321,137003970
한세엠케이(주),069640,2013/12,191133608,143609955
한세엠케이(주),069640,2014/12,190088995,147906986
한세엠케이(주),069640,2015/12,208943053,151800717
한세엠케이(주),069640,2016/12,229748140,155698283
한세엠케이(주),069640,2017/12,212873830,158579455
한세엠케이(주),069640,2018/12,205628646,148511750
한세엠케이(주),069640,2019/12,184743386,100600209
한세엠케이(주),069640,2020/12,149681758,77839131
한세예스24홀딩스(주),016450,2011/12,693150743,283176777
한세예스24홀딩스(주),016450,2012/12,777412081,331650867
한세예스24홀딩스(주),016450,2013/12,873460346,371920263
한세예스24홀딩스(주),016450,2014/12,1121319003,446263927
한세예스24홀딩스(주),016450,2015/12,1436140855,549245557
한세예스24홀딩스(주),016450,2016/12,1740589243,679999649
한세예스24홀딩스(주),016450,2017/12,1693645040,701223896
한세예스24홀딩스(주),016450,2018/12,1678316387,617737294
한세예스24홀딩스(주),016450,2019/12,1731430277,595905875
한세예스24홀딩스(주),016450,2020/12,1840012735,745784580
한솔로지스틱스(주),009180,2011/12,181926875,97862999
한솔로지스틱스(주),009180,2012/12,204757097,105736857
한솔로지스틱스(주),009180,2013/12,185908008,106863991
한솔로지스틱스(주),009180,2014/12,178713372,107324270
한솔로지스틱스(주),009180,2015/12,90195689,40426610
한솔로지스틱스(주),009180,2016/12,97883701,44026368
한솔로지스틱스(주),009180,2017/12,91872344,47195826
한솔로지스틱스(주),009180,2018/12,126782732,56287959
한솔로지스틱스(주),009180,2019/12,166754679,47055195
한솔로지스틱스(주),009180,2020/12,195971591,54649887
한솔신텍(주),099660,2011/12,166974459,28866260
한솔신텍(주),099660,2012/12,185325866,39488600
한솔신텍(주),099660,2013/12,226638207,48194301
한솔신텍(주),099660,2014/12,172791896,30400210
한솔신텍(주),099660,2015/12,225142367,62975916
한솔신텍(주),099660,2016/12,232507598,83240790
한솔신텍(주),099660,2017/12,205762447,43864774
한솔아이원스(주),114810,2011/12,,
한솔아이원스(주),114810,2012/12,,
한솔아이원스(주),114810,2013/12,,
한솔아이원스(주),114810,2014/12,,
한솔아이원스(주),114810,2015/12,,
한솔아이원스(주),114810,2016/12,,
한솔아이원스(주),114810,2017/12,,
한솔아이원스(주),114810,2018/12,,
한솔아이원스(주),114810,2019/12,241156808,111971019
한솔아이원스(주),114810,2020/12,212410761,105363053
한솔아트원제지(주),007190,2011/12,,
한솔아트원제지(주),007190,2012/12,,
한솔아트원제지(주),007190,2013/12,,
한솔아트원제지(주),007190,2014/12,,
한솔아트원제지(주),007190,2015/12,,
한솔인티큐브(주),070590,2011/12,42592360,27385844
한솔인티큐브(주),070590,2012/12,41550993,25106139
한솔인티큐브(주),070590,2013/12,58117503,27652592
한솔인티큐브(주),070590,2014/12,,
한솔인티큐브(주),070590,2015/12,,
한솔인티큐브(주),070590,2016/12,,
한솔인티큐브(주),070590,2017/12,,
한솔인티큐브(주),070590,2018/12,,
한솔인티큐브(주),070590,2019/12,,
한솔인티큐브(주),070590,2020/12,,
한솔제지(주),213500,2015/12,1445355206,351708396
한솔제지(주),213500,2016/12,1413123725,446991653
한솔제지(주),213500,2017/12,1741025633,544402061
한솔제지(주),213500,2018/12,1802836469,587513335
한솔제지(주),213500,2019/12,1743277585,612074423
한솔제지(주),213500,2020/12,1739627807,634821644
한솔테크닉스(주),004710,2011/12,486477959,186824003
한솔테크닉스(주),004710,2012/12,420136106,145985690
한솔테크닉스(주),004710,2013/12,422296680,170328307
한솔테크닉스(주),004710,2014/12,408384028,201542294
한솔테크닉스(주),004710,2015/12,541196306,258422529
한솔테크닉스(주),004710,2016/12,511496449,215226007
한솔테크닉스(주),004710,2017/12,503513319,213351318
한솔테크닉스(주),004710,2018/12,513011860,201851320
한솔테크닉스(주),004710,2019/12,495324316,261842265
한솔테크닉스(주),004710,2020/12,591392385,279102970
한솔피엔에스(주),010420,2011/12,,
한솔피엔에스(주),010420,2012/12,,
한솔피엔에스(주),010420,2013/12,,
한솔피엔에스(주),010420,2014/12,,
한솔피엔에스(주),010420,2015/12,,
한솔피엔에스(주),010420,2016/12,,
한솔피엔에스(주),010420,2017/12,,
한솔피엔에스(주),010420,2018/12,,
한솔피엔에스(주),010420,2019/12,,
한솔피엔에스(주),010420,2020/12,,
한솔홀딩스(주),004150,2011/12,2597423607,775298132
한솔홀딩스(주),004150,2012/12,2486392125,772041438
한솔홀딩스(주),004150,2013/12,2960757507,837606214
한솔홀딩스(주),004150,2014/12,2977937046,446265770
한솔홀딩스(주),004150,2015/12,1974138514,568585095
한솔홀딩스(주),004150,2016/12,2006748728,621127350
한솔홀딩스(주),004150,2017/12,1629373679,523099460
한솔홀딩스(주),004150,2018/12,1347350249,431960813
한솔홀딩스(주),004150,2019/12,666384880,456130400
한솔홀딩스(주),004150,2020/12,627140216,526473830
한신공영(주),004960,2011/12,1290922344,321330867
한신공영(주),004960,2012/12,1502729284,332175824
한신공영(주),004960,2013/12,1528677944,328356182
한신공영(주),004960,2014/12,1342436607,182758273
한신공영(주),004960,2015/12,1529444074,233485983
한신공영(주),004960,2016/12,1553395800,268114313
한신공영(주),004960,2017/12,1905386491,351284301
한신공영(주),004960,2018/12,1778426426,446036784
한신공영(주),004960,2019/12,1650955869,513790125
한신공영(주),004960,2020/12,1734262275,620803930
한신기계공업(주),011700,2011/12,68277134,49063926
한신기계공업(주),011700,2012/12,74166752,51863522
한신기계공업(주),011700,2013/12,83427385,59521985
한신기계공업(주),011700,2014/12,87406905,64930775
한신기계공업(주),011700,2015/12,91984554,70642237
한신기계공업(주),011700,2016/12,95118370,77287822
한신기계공업(주),011700,2017/12,90291841,78103967
한신기계공업(주),011700,2018/12,90678706,79824062
한신기계공업(주),011700,2019/12,93965864,80979776
한신기계공업(주),011700,2020/12,95212694,82339174
한양디지텍(주),078350,2011/12,67131232,37455262
한양디지텍(주),078350,2012/12,68264901,33451111
한양디지텍(주),078350,2013/12,62591490,35172886
한양디지텍(주),078350,2014/12,82530789,41466300
한양디지텍(주),078350,2015/12,76232162,45869997
한양디지텍(주),078350,2016/12,65939874,43592532
한양디지텍(주),078350,2017/12,58900382,39638344
한양디지텍(주),078350,2018/12,65770822,40612523
한양디지텍(주),078350,2019/12,94167003,28904151
한양디지텍(주),078350,2020/12,98473755,48374647
한양이엔지(주),045100,2011/12,211662836,94095830
한양이엔지(주),045100,2012/12,217758968,103243526
한양이엔지(주),045100,2013/12,259364139,115745765
한양이엔지(주),045100,2014/12,314056451,133168447
한양이엔지(주),045100,2015/12,379386576,182856647
한양이엔지(주),045100,2016/12,420777877,215450151
한양이엔지(주),045100,2017/12,422699479,238043597
한양이엔지(주),045100,2018/12,477742576,305421696
한양이엔지(주),045100,2019/12,529095625,327440287
한양이엔지(주),045100,2020/12,544203896,367585142
한온시스템(주),018880,2011/12,2047728254,1283073073
한온시스템(주),018880,2012/12,2236209331,1438692856
한온시스템(주),018880,2013/12,2953898412,1540868893
한온시스템(주),018880,2014/12,3240023316,1669992430
한온시스템(주),018880,2015/12,3459361438,1799441253
한온시스템(주),018880,2016/12,3859737521,1884906087
한온시스템(주),018880,2017/12,4119580910,2031445140
한온시스템(주),018880,2018/12,5355780832,2131656181
한온시스템(주),018880,2019/12,7082369013,2337502197
한온시스템(주),018880,2020/12,7807411034,2239435377
한올바이오파마(주),009420,2011/12,105455816,50701270
한올바이오파마(주),009420,2012/12,124274609,78670494
한올바이오파마(주),009420,2013/12,97851602,59626226
한올바이오파마(주),009420,2014/12,87171187,45809435
한올바이오파마(주),009420,2015/12,117125562,95216399
한올바이오파마(주),009420,2016/12,124730823,104357458
한올바이오파마(주),009420,2017/12,168695547,111197886
한올바이오파마(주),009420,2018/12,162304333,116918253
한올바이오파마(주),009420,2019/12,191383403,140417491
한올바이오파마(주),009420,2020/12,220132431,181273483
한일건설(주),006440,2011/12,685946200,96086612
한일건설(주),006440,2012/12,388062018,-264796820
한일네트웍스(주),046110,2011/12,37068941,27255814
한일네트웍스(주),046110,2012/12,43771299,29103053
한일네트웍스(주),046110,2013/12,50423072,31659698
한일네트웍스(주),046110,2014/12,52037106,31872788
한일네트웍스(주),046110,2015/12,48151764,32262094
한일네트웍스(주),046110,2016/12,73976661,42057181
한일네트웍스(주),046110,2017/12,82870685,57814184
한일네트웍스(주),046110,2018/12,83101263,62397065
한일네트웍스(주),046110,2019/12,124872838,67364858
한일네트웍스(주),046110,2020/12,135877133,76607971
한일단조공업(주),024740,2011/12,201806179,86612667
한일단조공업(주),024740,2012/12,210869649,83746632
한일단조공업(주),024740,2013/12,202914747,79720123
한일단조공업(주),024740,2014/12,206782463,79377164
한일단조공업(주),024740,2015/12,203653538,80726346
한일단조공업(주),024740,2016/12,201206109,87513867
한일단조공업(주),024740,2017/12,231164009,91370367
한일단조공업(주),024740,2018/12,227667336,107916774
한일단조공업(주),024740,2019/12,233457169,114308817
한일단조공업(주),024740,2020/12,233326991,109356094
한일사료(주),005860,2011/12,151552575,51067412
한일사료(주),005860,2012/12,148567901,54340001
한일사료(주),005860,2013/12,142713675,54622417
한일사료(주),005860,2014/12,154920625,57630935
한일사료(주),005860,2015/12,182798333,51414474
한일사료(주),005860,2016/12,188202767,64499771
한일사료(주),005860,2017/12,166853273,64530477
한일사료(주),005860,2018/12,173475768,62009423
한일사료(주),005860,2019/12,176631167,62014066
한일사료(주),005860,2020/12,152562132,63049550
한일시멘트(주),300720,2018/12,,
한일시멘트(주),300720,2019/12,,
한일시멘트(주),300720,2020/12,2399662742,1358244783
한일철강(주),002220,2011/12,377986500,176804437
한일철강(주),002220,2012/12,309469737,162706177
한일철강(주),002220,2013/12,315044201,166502740
한일철강(주),002220,2014/12,315185339,163035063
한일철강(주),002220,2015/12,342792291,150925493
한일철강(주),002220,2016/12,299917724,155178303
한일철강(주),002220,2017/12,319893168,164091356
한일철강(주),002220,2018/12,312201042,161360197
한일철강(주),002220,2019/12,319370012,149055087
한일철강(주),002220,2020/12,295057912,148783220
한일현대시멘트(주),006390,2011/12,906331826,89472902
한일현대시멘트(주),006390,2012/12,767217800,44151987
한일현대시멘트(주),006390,2013/12,478959202,-276810617
한일현대시멘트(주),006390,2014/12,469581181,55900939
한일현대시멘트(주),006390,2015/12,,
한일현대시멘트(주),006390,2016/12,,
한일현대시멘트(주),006390,2017/12,,
한일현대시멘트(주),006390,2018/12,,
한일현대시멘트(주),006390,2019/12,,
한일현대시멘트(주),006390,2020/12,,
한일홀딩스(주),003300,2011/12,2095313485,1270550684
한일홀딩스(주),003300,2012/12,2043156635,1229935611
한일홀딩스(주),003300,2013/12,2143445649,1328687960
한일홀딩스(주),003300,2014/12,2122357917,1440328003
한일홀딩스(주),003300,2015/12,2150692026,1468711519
한일홀딩스(주),003300,2016/12,2158467189,1528028296
한일홀딩스(주),003300,2017/12,3336312355,1639428144
한일홀딩스(주),003300,2018/12,3254244173,1724797381
한일홀딩스(주),003300,2019/12,3300043275,1742447203
한일홀딩스(주),003300,2020/12,3320136776,1823398878
한일화학공업(주),007770,2011/12,106338787,83763720
한일화학공업(주),007770,2012/12,103861334,82656710
한일화학공업(주),007770,2013/12,103680029,82405356
한일화학공업(주),007770,2014/12,103609883,83869410
한일화학공업(주),007770,2015/12,110998367,85555709
한일화학공업(주),007770,2016/12,118706969,88056245
한일화학공업(주),007770,2017/12,123462660,90414860
한일화학공업(주),007770,2018/12,118036456,92219873
한일화학공업(주),007770,2019/12,120889634,93404019
한일화학공업(주),007770,2020/12,143037701,91546582
한전산업개발(주),130660,2011/12,143799372,68772627
한전산업개발(주),130660,2012/12,166218533,66804101
한전산업개발(주),130660,2013/12,174428658,78191329
한전산업개발(주),130660,2014/12,166929079,52055205
한전산업개발(주),130660,2015/12,143003843,62294744
한전산업개발(주),130660,2016/12,147799967,65465147
한전산업개발(주),130660,2017/12,154376440,71516018
한전산업개발(주),130660,2018/12,148485447,75379404
한전산업개발(주),130660,2019/12,188945221,85832414
한전산업개발(주),130660,2020/12,163588747,83182114
한전케이피에스(주),051600,2011/12,,
한전케이피에스(주),051600,2012/12,,
한전케이피에스(주),051600,2013/12,841101966,622064718
한전케이피에스(주),051600,2014/12,925544047,698020914
한전케이피에스(주),051600,2015/12,1033559144,786263235
한전케이피에스(주),051600,2016/12,1092468725,789766288
한전케이피에스(주),051600,2017/12,1199997805,905074311
한전케이피에스(주),051600,2018/12,1280921375,984135814
한전케이피에스(주),051600,2019/12,1359433325,1063418078
한전케이피에스(주),051600,2020/12,1349869091,1051681747
한주금속(주),198940,2011/12,,
한주금속(주),198940,2012/12,,
한주금속(주),198940,2013/12,,
한주금속(주),198940,2014/12,,
한주금속(주),198940,2015/12,,
한창산업(주),079170,2011/12,,
한창산업(주),079170,2012/12,,
한창산업(주),079170,2013/12,,
한창산업(주),079170,2014/12,,
한창산업(주),079170,2015/12,,
한창산업(주),079170,2016/12,,
한창산업(주),079170,2017/12,,
한창산업(주),079170,2018/12,,
한창산업(주),079170,2019/12,,
한창산업(주),079170,2020/12,,
한화솔루션(주),009830,2011/12,11853543059,4797789997
한화솔루션(주),009830,2012/12,12406694986,4565420169
한화솔루션(주),009830,2013/12,12807062090,4456724818
한화솔루션(주),009830,2014/12,12597023733,4779478284
한화솔루션(주),009830,2015/12,13852619723,4931158388
한화솔루션(주),009830,2016/12,13817913129,5468326709
한화솔루션(주),009830,2017/12,13649487900,6187473162
한화솔루션(주),009830,2018/12,15231475448,6227096362
한화솔루션(주),009830,2019/12,15681128868,5805847210
한화솔루션(주),009830,2020/12,15137319822,5967715491
한화시스템(주),272210,2011/12,,
한화시스템(주),272210,2012/12,,
한화시스템(주),272210,2013/12,,
한화시스템(주),272210,2014/12,,
한화시스템(주),272210,2015/12,,
한화시스템(주),272210,2016/12,,
한화시스템(주),272210,2017/12,,
한화시스템(주),272210,2018/12,1901538061,820965554
한화시스템(주),272210,2019/12,2409244540,968440589
한화시스템(주),272210,2020/12,2695070123,1032682380
한화에어로스페이스(주),012450,2011/12,3193514489,1625088999
한화에어로스페이스(주),012450,2012/12,3240938017,1577675154
한화에어로스페이스(주),012450,2013/12,3434224084,1704780602
한화에어로스페이스(주),012450,2014/12,3601728499,1643052110
한화에어로스페이스(주),012450,2015/12,4107930434,2245115520
한화에어로스페이스(주),012450,2016/12,5652438366,2340764615
한화에어로스페이스(주),012450,2017/12,5747573161,2180953221
