회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
이원컴포텍(주),088290,2018/12,42791557,-2823472,1299131
이원컴포텍(주),088290,2019/12,46310492,1464700,1335594
이원컴포텍(주),088290,2020/12,32681437,-16334343,-4554421
이트론(주),096040,2011/12,5951822,-5661817,-5660292
이트론(주),096040,2012/12,3392060,-1434026,-1149990
이트론(주),096040,2013/12,22406720,518369,1619242
이트론(주),096040,2014/12,23515555,-2067925,136974
이트론(주),096040,2015/12,25799505,-8131724,-5112028
이트론(주),096040,2016/12,25705833,-9797163,-4000440
이트론(주),096040,2017/12,15563155,-1863753,214267
이트론(주),096040,2018/12,8470642,-6233930,-4433248
이트론(주),096040,2019/12,28980984,-3154790,-2335622
이트론(주),096040,2020/12,41349067,-9108548,457741
이화공영(주),001840,2011/12,71191256,937634,641004
이화공영(주),001840,2012/12,104069291,1038838,674600
이화공영(주),001840,2013/12,134306787,842530,828877
이화공영(주),001840,2014/12,179617664,1514171,1466384
이화공영(주),001840,2015/12,130036342,1480854,1374792
이화공영(주),001840,2016/12,165041524,1411157,1593234
이화공영(주),001840,2017/12,210777239,1637770,1712196
이화공영(주),001840,2018/12,186487736,474263,50461
이화공영(주),001840,2019/12,138398049,268264,125985
이화공영(주),001840,2020/12,153232963,301059,783338
이화산업(주),000760,2011/03,65013387,6957699,9967742
이화산업(주),000760,2012/03,63435159,-1804888,1703471
이화산업(주),000760,2013/03,63599389,4458982,-390998
이화산업(주),000760,2014/03,71159512,-4229548,-2918120
이화산업(주),000760,2015/03,74996461,24580409,-903338
이화산업(주),000760,2016/03,58293771,-251392,289967
이화산업(주),000760,2017/12,57381678,-771255,337658
이화산업(주),000760,2018/12,60183602,-100311,303998
이화산업(주),000760,2019/12,50820577,-3925360,-3328660
이화산업(주),000760,2020/12,41763426,-938862,-2235715
이화전기공업(주),024810,2011/12,55154547,967025,899935
이화전기공업(주),024810,2012/12,40723034,-11456572,-4813082
이화전기공업(주),024810,2013/12,41137180,-18370562,-1942069
이화전기공업(주),024810,2014/12,47128700,-20067331,-7820354
이화전기공업(주),024810,2015/12,40965395,-1806578,1314394
이화전기공업(주),024810,2016/12,45745866,-4343398,852355
이화전기공업(주),024810,2017/12,47381131,5642020,461044
이화전기공업(주),024810,2018/12,42045722,-1967364,-3667212
이화전기공업(주),024810,2019/12,56846635,75695,608838
이화전기공업(주),024810,2020/12,53295892,-16235793,-3563424
인바이오(주),352940,2011/12,,,
인바이오(주),352940,2012/12,,,
인바이오(주),352940,2013/12,,,
인바이오(주),352940,2014/12,,,
인바이오(주),352940,2015/12,,,
인바이오(주),352940,2016/12,,,
인바이오(주),352940,2017/12,,,
인바이오(주),352940,2018/12,,,
인바이오(주),352940,2019/12,33735609,1020273,4448859
인바이오(주),352940,2020/12,34563133,-4449448,4095561
인베니아(주),079950,2011/12,115829969,-1736572,-1077509
인베니아(주),079950,2012/12,22450398,-20123109,-18749910
인베니아(주),079950,2013/12,148287701,4591156,7427386
인베니아(주),079950,2014/12,101352065,-3944729,-6053048
인베니아(주),079950,2015/12,83752089,1856164,5213853
인베니아(주),079950,2016/12,151449990,8272872,5297009
인베니아(주),079950,2017/12,182181075,1175476,8562688
인베니아(주),079950,2018/12,172874613,5405306,7177674
인베니아(주),079950,2019/12,146436351,1908018,4676043
인베니아(주),079950,2020/12,141250256,-5489687,4820119
인선이엔티(주),060150,2011/12,70211616,494056,3478543
인선이엔티(주),060150,2012/12,69969926,-5222137,-939402
인선이엔티(주),060150,2013/12,52800350,9205782,1551129
인선이엔티(주),060150,2014/12,44903315,-9341141,-466801
인선이엔티(주),060150,2015/12,53647307,1494369,6264579
인선이엔티(주),060150,2016/12,71074018,1955748,15456043
인선이엔티(주),060150,2017/12,74522704,-2270258,14494013
인선이엔티(주),060150,2018/12,92503073,14037071,20087269
인선이엔티(주),060150,2019/12,102296528,12313985,26181731
인선이엔티(주),060150,2020/12,131185355,30943387,45840116
인지컨트롤스(주),023800,2011/12,355918714,6960813,4522593
인지컨트롤스(주),023800,2012/12,375907082,9771721,6000112
인지컨트롤스(주),023800,2013/12,372177574,13508050,8931564
인지컨트롤스(주),023800,2014/12,403679699,5537459,9139060
인지컨트롤스(주),023800,2015/12,436482371,11634270,12140905
인지컨트롤스(주),023800,2016/12,415956114,2169072,8646610
인지컨트롤스(주),023800,2017/12,379740224,-1646716,5586868
인지컨트롤스(주),023800,2018/12,367109872,-553125,11363253
인지컨트롤스(주),023800,2019/12,354437930,2447137,10211530
인지컨트롤스(주),023800,2020/12,311644985,-2836771,-823809
인천도시가스(주),034590,2011/12,628676274,11142354,15056193
인천도시가스(주),034590,2012/12,722342385,9580738,10028538
인천도시가스(주),034590,2013/12,767163655,10285386,11942936
인천도시가스(주),034590,2014/12,799267004,23420735,11095874
인천도시가스(주),034590,2015/12,611915383,7158568,5815412
인천도시가스(주),034590,2016/12,514879137,8591880,10962107
인천도시가스(주),034590,2017/12,537616318,13728650,14891559
인천도시가스(주),034590,2018/12,583697965,16320413,18131958
인천도시가스(주),034590,2019/12,572906592,11254067,12367053
인천도시가스(주),034590,2020/12,504439929,12000226,11242476
인카금융서비스(주),211050,2013/12,,,
인카금융서비스(주),211050,2014/12,,,
인카금융서비스(주),211050,2015/12,,,
인카금융서비스(주),211050,2016/12,,,
인카금융서비스(주),211050,2017/12,,,
인카금융서비스(주),211050,2018/12,199877746,1246048,4606495
인카금융서비스(주),211050,2019/12,244431780,3983415,3399380
인카금융서비스(주),211050,2020/12,301000748,11104170,15486868
인크로스(주),216050,2011/12,,,
인크로스(주),216050,2012/12,,,
인크로스(주),216050,2013/12,35544293,2412122,2366125
인크로스(주),216050,2014/12,50745466,2224046,3860105
인크로스(주),216050,2015/12,26514435,-230259,5535302
인크로스(주),216050,2016/12,31454021,6326489,9003556
인크로스(주),216050,2017/12,35094262,8161882,10094527
인크로스(주),216050,2018/12,32402748,8223148,10731920
인크로스(주),216050,2019/12,31311953,9111625,12112810
인크로스(주),216050,2020/12,36181292,12308987,14802622
인탑스(주),049070,2011/12,409499644,17804944,19756009
인탑스(주),049070,2012/12,555076069,40651210,24445310
인탑스(주),049070,2013/12,464992651,18560077,4414030
인탑스(주),049070,2014/12,292199871,-9047853,-23586122
인탑스(주),049070,2015/12,239587466,12864137,1337697
인탑스(주),049070,2016/12,135532968,38899997,1725297
인탑스(주),049070,2017/12,167660485,1660303,2042631
인탑스(주),049070,2018/12,178237142,1390374,7865052
인탑스(주),049070,2019/12,240709540,12140287,17668050
인탑스(주),049070,2020/12,252820205,29051248,38672038
인터지스(주),129260,2011/12,383904913,13830409,22094421
인터지스(주),129260,2012/12,449832967,12562316,17234955
인터지스(주),129260,2013/12,522174867,-33886761,18713637
인터지스(주),129260,2014/12,561051480,91285,28310170
인터지스(주),129260,2015/12,586600793,10212255,29770310
인터지스(주),129260,2016/12,454029357,9294929,9599826
인터지스(주),129260,2017/12,476310233,4736526,11594851
인터지스(주),129260,2018/12,449093224,-14833778,4804092
인터지스(주),129260,2019/12,431257455,-39981571,713769
인터지스(주),129260,2020/12,418388179,1193796,1466558
인포뱅크(주),039290,2011/12,69486676,3576629,-1976643
인포뱅크(주),039290,2012/12,86873954,16332775,1022194
인포뱅크(주),039290,2013/12,72838751,-2029336,-4517872
인포뱅크(주),039290,2014/12,69682135,-3820797,-2915127
인포뱅크(주),039290,2015/12,74764827,1172674,315215
인포뱅크(주),039290,2016/12,80338390,1335030,216157
인포뱅크(주),039290,2017/12,79879472,1480011,2053582
인포뱅크(주),039290,2018/12,76182078,2625424,2141088
인포뱅크(주),039290,2019/12,72710688,552687,655418
인포뱅크(주),039290,2020/12,79068982,1199116,406663
인화정공(주),101930,2011/12,84718517,11299695,15115562
인화정공(주),101930,2012/12,67995814,5101685,6186836
인화정공(주),101930,2013/12,51122041,1407017,2561918
인화정공(주),101930,2014/12,54668008,638160,1852293
인화정공(주),101930,2015/12,54352319,-145890,446086
인화정공(주),101930,2016/12,45527575,-2228406,-2218402
인화정공(주),101930,2017/12,41818110,2167944,-3929993
인화정공(주),101930,2018/12,44830674,1683324,-2048717
인화정공(주),101930,2019/12,69958816,208729,2285071
인화정공(주),101930,2020/12,58513851,3407713,2229987
일동제약(주),249420,2016/12,201343779,12604787,14818459
일동제약(주),249420,2017/12,460383222,19385372,24874882
일동제약(주),249420,2018/12,503393913,12116166,27568805
일동제약(주),249420,2019/12,516816628,-13540726,-1900998
일동제약(주),249420,2020/12,560963990,-13105435,5598254
일동홀딩스(주),000230,2011/12,338460671,24813189,37303710
일동홀딩스(주),000230,2012/12,346029751,18058073,12893076
일동홀딩스(주),000230,2013/12,378247026,7197428,23184926
일동홀딩스(주),000230,2014/12,401329755,12749762,15230208
일동홀딩스(주),000230,2015/12,458569228,21531187,24715543
일동홀딩스(주),000230,2016/12,19976834,267889441,-1453193
일동홀딩스(주),000230,2017/12,14468687,643491,2833809
일동홀딩스(주),000230,2018/12,17115063,3294440,4278644
일동홀딩스(주),000230,2019/12,19288113,-13883341,4792117
일동홀딩스(주),000230,2020/12,16921957,18166772,2871022
일성건설(주),013360,2011/12,236989079,3523022,6349016
일성건설(주),013360,2012/12,246832820,-15624608,-9946698
일성건설(주),013360,2013/12,240189761,-2609425,4418482
일성건설(주),013360,2014/12,174721475,-34751646,-32277306
일성건설(주),013360,2015/12,222889417,2153219,5521335
일성건설(주),013360,2016/12,279294899,2695522,6983855
일성건설(주),013360,2017/12,418674416,-15927705,13421382
일성건설(주),013360,2018/12,363196875,3162814,9718030
일성건설(주),013360,2019/12,375530497,2262893,7409572
일성건설(주),013360,2020/12,340707105,3239594,10248883
일성신약(주),003120,2011/12,68191775,35083007,4470460
일성신약(주),003120,2012/12,77160761,36451736,1320124
일성신약(주),003120,2013/12,62807490,7955018,1371981
일성신약(주),003120,2014/12,62828921,4034564,2430674
일성신약(주),003120,2015/12,61745116,98853931,2589561
일성신약(주),003120,2016/12,67463384,3017242,2454448
일성신약(주),003120,2017/12,67043035,2628653,2590410
일성신약(주),003120,2018/12,61652595,2945529,2258355
일성신약(주),003120,2019/12,48411628,6718550,-1257117
일성신약(주),003120,2020/12,40600732,3220257,-1947785
일신방직(주),003200,2011/12,380131313,1101456,-18843806
일신방직(주),003200,2012/12,326933867,-12191134,-19471938
일신방직(주),003200,2013/12,311084146,16321685,16772853
일신방직(주),003200,2014/12,310813496,5966073,3433602
일신방직(주),003200,2015/12,319529091,12357381,11850144
일신방직(주),003200,2016/12,323201683,12416723,12680963
일신방직(주),003200,2017/12,336571836,2162480,3938570
일신방직(주),003200,2018/12,342198625,11521402,8637099
일신방직(주),003200,2019/12,320762127,-5996427,-968520
일신방직(주),003200,2020/12,293767618,-5865569,-312858
일양약품(주),007570,2011/03,138485382,2108819,7657428
일양약품(주),007570,2012/03,141162847,1386265,3788796
일양약품(주),007570,2013/03,146460717,2073287,3227490
일양약품(주),007570,2014/03,147731713,3963178,4733361
일양약품(주),007570,2015/03,150077692,-12910357,-8710735
일양약품(주),007570,2016/12,176421138,2807838,6003076
일양약품(주),007570,2017/12,178934174,3348692,7667160
일양약품(주),007570,2018/12,186423161,-9456536,-4173449
일양약품(주),007570,2019/12,200001578,4102111,6314594
일양약품(주),007570,2020/12,214511254,616726,6617510
일정실업(주),008500,2011/12,63698531,-420776,-273955
일정실업(주),008500,2012/12,73388124,4129432,1809976
일정실업(주),008500,2013/12,72274912,1814961,1607511
일정실업(주),008500,2014/12,58153944,3815366,3497531
일정실업(주),008500,2015/12,52103636,7763036,2052556
일정실업(주),008500,2016/12,59540805,3335844,3017002
일정실업(주),008500,2017/12,39187757,-3802897,-5041777
일정실업(주),008500,2018/12,38261437,-5327286,-6983473
일정실업(주),008500,2019/12,38857665,-9177815,-11745081
일정실업(주),008500,2020/12,30785380,-2366589,-5541656
일진다이아몬드(주),081000,2011/12,89906839,11085962,15211850
일진다이아몬드(주),081000,2012/12,93266059,6855041,8945633
일진다이아몬드(주),081000,2013/12,81375954,5779378,8147148
일진다이아몬드(주),081000,2014/12,80207712,5810616,8458021
일진다이아몬드(주),081000,2015/12,86942111,11614916,14015414
일진다이아몬드(주),081000,2016/12,85637760,4133232,4718869
일진다이아몬드(주),081000,2017/12,97342500,7606409,10787944
일진다이아몬드(주),081000,2018/12,98496038,6338941,13009926
일진다이아몬드(주),081000,2019/12,65882995,1573149,624568
일진다이아몬드(주),081000,2020/12,50050154,-5586940,-5212148
일진디스플레이(주),020760,2011/12,324448756,30671701,36294343
일진디스플레이(주),020760,2012/12,596517682,64131776,64563711
일진디스플레이(주),020760,2013/12,659142079,48115961,59865111
일진디스플레이(주),020760,2014/12,454231291,13957158,22678002
일진디스플레이(주),020760,2015/12,312206868,-23572893,-13120941
일진디스플레이(주),020760,2016/12,168807905,-66684182,-29834580
일진디스플레이(주),020760,2017/12,251288112,17564292,19729138
일진디스플레이(주),020760,2018/12,206363161,1659061,194989
일진디스플레이(주),020760,2019/12,95688255,-29254834,-29529403
일진디스플레이(주),020760,2020/12,67685415,-34911055,-28471904
일진머티리얼즈(주),020150,2011/12,308006584,13601357,13433798
일진머티리얼즈(주),020150,2012/12,349536647,-52720366,-2542463
일진머티리얼즈(주),020150,2013/12,250102266,6180480,475069
일진머티리얼즈(주),020150,2014/12,236475259,30199837,-427681
일진머티리얼즈(주),020150,2015/12,257669825,-67485914,6306830
일진머티리얼즈(주),020150,2016/12,250635729,14086379,21387569
일진머티리얼즈(주),020150,2017/12,294946417,41612653,46781351
일진머티리얼즈(주),020150,2018/12,318903336,41330031,42309897
일진머티리얼즈(주),020150,2019/12,294788671,40081387,33981463
일진머티리얼즈(주),020150,2020/12,291788657,19506333,23206781
일진전기(주),103590,2011/12,1017338992,-11577996,-1687611
일진전기(주),103590,2012/12,987275598,-11927388,-5980002
일진전기(주),103590,2013/12,876754871,4715407,20176746
일진전기(주),103590,2014/12,785552632,17612156,35197421
일진전기(주),103590,2015/12,685138071,2889502,8983150
일진전기(주),103590,2016/12,659500229,168434,2232187
일진전기(주),103590,2017/12,762209871,-2327060,5562497
일진전기(주),103590,2018/12,734144402,-14491818,5277378
일진전기(주),103590,2019/12,658912975,3008963,9829990
일진전기(주),103590,2020/12,703635618,4729166,13456212
일진하이솔루스(주),271940,2012/12,,,
일진하이솔루스(주),271940,2013/12,,,
일진하이솔루스(주),271940,2014/12,,,
일진하이솔루스(주),271940,2015/12,18246703,-1282535,-911951
일진하이솔루스(주),271940,2016/12,18747945,103139,368270
일진하이솔루스(주),271940,2017/12,20338888,-1490855,-917631
일진하이솔루스(주),271940,2018/12,28585758,209189,594249
일진하이솔루스(주),271940,2019/12,88512979,8968428,12011955
일진하이솔루스(주),271940,2020/12,113524940,15578870,15074663
일진홀딩스(주),015860,2011/12,5264995,5301782,-2891086
일진홀딩스(주),015860,2012/12,4788606,-2766961,2114825
일진홀딩스(주),015860,2013/12,4155997,2029368,1973370
일진홀딩스(주),015860,2014/12,5516471,16452613,3512093
일진홀딩스(주),015860,2015/12,5062455,3125577,2258518
일진홀딩스(주),015860,2016/12,5036592,-2232226,1977409
일진홀딩스(주),015860,2017/12,4761809,-72047206,1773145
일진홀딩스(주),015860,2018/12,7165725,20619374,4811258
일진홀딩스(주),015860,2019/12,6164606,6214719,3389308
일진홀딩스(주),015860,2020/12,6763915,5673506,4129270
잉글우드랩(주),950140,2015/12,0,387048,-2297
잉글우드랩(주),950140,2016/12,0,-417262,-151120
잉글우드랩(주),950140,2017/12,78197408,-15678696,-4503056
잉글우드랩(주),950140,2018/12,100542319,-4087161,4006936
잉글우드랩(주),950140,2019/12,116673725,2890940,9545818
잉글우드랩(주),950140,2020/12,111197562,5584037,6212927
자이글(주),234920,2013/12,,,
자이글(주),234920,2014/12,64689451,9296716,11528715
자이글(주),234920,2015/12,101923203,13488262,16692923
자이글(주),234920,2016/12,102001507,10812687,13100447
자이글(주),234920,2017/12,82404538,5120122,5913449
자이글(주),234920,2018/12,55815252,-6204591,-6378357
자이글(주),234920,2019/12,29702460,-29913506,-15558171
자이글(주),234920,2020/12,18040648,865559,1260716
자이에스앤디(주),317400,2011/12,,,
자이에스앤디(주),317400,2012/12,,,
자이에스앤디(주),317400,2013/12,,,
자이에스앤디(주),317400,2014/12,,,
자이에스앤디(주),317400,2015/12,,,
자이에스앤디(주),317400,2016/12,,,
자이에스앤디(주),317400,2017/12,,,
자이에스앤디(주),317400,2018/12,212696333,10716038,14498009
자이에스앤디(주),317400,2019/12,277945339,12432811,16473465
자이에스앤디(주),317400,2020/12,356212405,20910064,27342268
자화전자(주),033240,2011/12,177899608,10646014,10461679
자화전자(주),033240,2012/12,301296585,26619261,30254527
자화전자(주),033240,2013/12,451812453,38346617,45618071
자화전자(주),033240,2014/12,309283899,31139149,22327614
자화전자(주),033240,2015/12,264782865,18722349,16014181
자화전자(주),033240,2016/12,297308062,10971932,16058455
자화전자(주),033240,2017/12,469513980,17926139,12174683
자화전자(주),033240,2018/12,343522700,920729,-7988953
자화전자(주),033240,2019/12,368553801,11939295,9584898
자화전자(주),033240,2020/12,249070668,-4432461,-10947333
잘만테크(주),090120,2011/12,54050187,-5487732,1377607
잘만테크(주),090120,2012/12,107740934,1299389,2640252
잘만테크(주),090120,2013/12,129554936,511806,5384079
잘만테크(주),090120,2014/12,52696108,-35182627,-28134613
재영솔루텍(주),049630,2011/12,100256454,-3677646,3873103
재영솔루텍(주),049630,2012/12,109647830,-12226029,1388914
재영솔루텍(주),049630,2013/12,125469437,-4917939,2631218
재영솔루텍(주),049630,2014/12,118340389,608632,3521798
재영솔루텍(주),049630,2015/12,127640972,545631,2814565
재영솔루텍(주),049630,2016/12,116976188,-4202818,-826016
재영솔루텍(주),049630,2017/12,116281302,-31864221,-17049651
재영솔루텍(주),049630,2018/12,125352910,-7256426,-3373727
재영솔루텍(주),049630,2019/12,130956325,6354537,7825976
재영솔루텍(주),049630,2020/12,88642656,-4719383,2214570
전방(주),000950,2011/12,277670872,-38841287,-28234176
전방(주),000950,2012/12,268628448,-35603017,-38392233
전방(주),000950,2013/12,271023013,1210581,8910458
전방(주),000950,2014/12,226772362,-22741570,-9470791
전방(주),000950,2015/12,216525390,-23335834,-9988060
전방(주),000950,2016/12,186071651,-15975560,-10669961
전방(주),000950,2017/12,173281882,-12793940,-15664372
전방(주),000950,2018/12,148807196,-22028081,-8405644
전방(주),000950,2019/12,136971470,-41291199,-30283059
전방(주),000950,2020/12,104767955,7700916,-17683209
전진바이오팜(주),110020,2011/12,,,
전진바이오팜(주),110020,2012/12,,,
전진바이오팜(주),110020,2013/12,,,
전진바이오팜(주),110020,2014/12,2820913,-1205020,-367498
전진바이오팜(주),110020,2015/12,2017964,-2931037,-2449683
전진바이오팜(주),110020,2016/12,4809008,-3073866,-2609906
전진바이오팜(주),110020,2017/12,3135921,-3040951,-2758646
전진바이오팜(주),110020,2018/12,1384405,-3398754,-3023878
전진바이오팜(주),110020,2019/12,3948944,-1462466,-1957987
전진바이오팜(주),110020,2020/12,3866596,-3418160,-1868947
제너셈(주),217190,2011/12,,,
제너셈(주),217190,2012/12,,,
제너셈(주),217190,2013/12,18006047,364285,634906
제너셈(주),217190,2014/12,32193260,5028262,5608024
제너셈(주),217190,2015/12,33863188,4837511,5436567
제너셈(주),217190,2016/12,17807553,-1809039,-2455957
제너셈(주),217190,2017/12,27665507,-6567492,-3834205
제너셈(주),217190,2018/12,26014333,-7994441,-6349247
제너셈(주),217190,2019/12,38688487,3082998,3113260
제너셈(주),217190,2020/12,41941655,-1058530,-1044486
제룡산업(주),147830,2011/12,4441006,396681,542945
제룡산업(주),147830,2012/12,31460597,3116141,3433068
제룡산업(주),147830,2013/12,33485267,5968867,4057031
제룡산업(주),147830,2014/12,33491197,2938883,3127159
제룡산업(주),147830,2015/12,31452807,4570712,5190348
제룡산업(주),147830,2016/12,35207645,8696501,6740181
제룡산업(주),147830,2017/12,34296565,8266439,3034492
제룡산업(주),147830,2018/12,32042718,3229832,3057695
제룡산업(주),147830,2019/12,27124378,2545029,1485618
제룡산업(주),147830,2020/12,26566079,5691920,3097407
제룡전기(주),033100,2011/12,32316078,992910,-240260
제룡전기(주),033100,2012/12,40762059,849392,720787
제룡전기(주),033100,2013/12,51981307,4104002,4660386
제룡전기(주),033100,2014/12,57281068,5035182,5178750
제룡전기(주),033100,2015/12,63388268,3550674,3154344
제룡전기(주),033100,2016/12,39878449,-2690969,-4261150
제룡전기(주),033100,2017/12,47658363,-553025,-1195453
제룡전기(주),033100,2018/12,42493547,2925415,2772952
제룡전기(주),033100,2019/12,45214796,5583159,5741495
제룡전기(주),033100,2020/12,44195775,3525211,3778978
제이더블유생명과학(주),234080,2011/12,84121031,2658535,9499863
제이더블유생명과학(주),234080,2012/12,89090519,3165321,8201159
제이더블유생명과학(주),234080,2013/12,88322055,1270621,7308262
제이더블유생명과학(주),234080,2014/12,109551792,7890029,12772884
제이더블유생명과학(주),234080,2015/12,123879808,11341482,16671014
제이더블유생명과학(주),234080,2016/12,130083535,13943953,20091902
제이더블유생명과학(주),234080,2017/12,139589961,15657527,22437149
제이더블유생명과학(주),234080,2018/12,148855701,15190382,22810980
제이더블유생명과학(주),234080,2019/12,164559283,22006404,29832307
제이더블유생명과학(주),234080,2020/12,178530625,16419280,38416802
제이더블유신약(주),067290,2011/12,70733262,983300,4602170
제이더블유신약(주),067290,2012/12,69874036,2579466,3732883
제이더블유신약(주),067290,2013/12,70616096,816006,4999425
제이더블유신약(주),067290,2014/12,72859092,3931652,6335253
제이더블유신약(주),067290,2015/12,75157106,5315301,8150793
제이더블유신약(주),067290,2016/12,78392265,4687026,8678613
제이더블유신약(주),067290,2017/12,70485280,-3454623,-812488
제이더블유신약(주),067290,2018/12,83627004,-3160516,3493777
제이더블유신약(주),067290,2019/12,89979990,-8694771,3601358
제이더블유신약(주),067290,2020/12,89993482,-7983032,2241845
제이더블유중외제약(주),001060,2011/12,431007281,-9868459,16686193
제이더블유중외제약(주),001060,2012/12,397084759,-21008549,9409675
제이더블유중외제약(주),001060,2013/12,394182302,2031173,26154859
제이더블유중외제약(주),001060,2014/12,412791235,1661782,18172168
제이더블유중외제약(주),001060,2015/12,434352380,1536029,21874624
제이더블유중외제약(주),001060,2016/12,467465121,-10950982,24258368
제이더블유중외제약(주),001060,2017/12,502918587,-1357191,21539939
제이더블유중외제약(주),001060,2018/12,537181974,8329219,21516349
제이더블유중외제약(주),001060,2019/12,510602018,-24450506,-18078964
제이더블유중외제약(주),001060,2020/12,542634874,-14948888,2101697
제이더블유홀딩스(주),096760,2011/12,46345431,2620199,9631739
제이더블유홀딩스(주),096760,2012/12,54490272,-9740525,-2440353
제이더블유홀딩스(주),096760,2013/12,55685932,25907421,-10467110
제이더블유홀딩스(주),096760,2014/12,63470859,-2663935,-4059980
제이더블유홀딩스(주),096760,2015/12,75605689,6083250,4573002
제이더블유홀딩스(주),096760,2016/12,82466032,-7802793,9841235
제이더블유홀딩스(주),096760,2017/12,86655384,-10955019,10259230
제이더블유홀딩스(주),096760,2018/12,117576191,12347623,54601719
제이더블유홀딩스(주),096760,2019/12,83624725,-225595,13252921
제이더블유홀딩스(주),096760,2020/12,88888149,21530716,19643609
제이스코홀딩스(주),023440,2011/12,7831897,-458547,-569832
제이스코홀딩스(주),023440,2012/12,8359634,-856093,-2869229
제이스코홀딩스(주),023440,2013/12,49365851,-7923776,-7629359
제이스코홀딩스(주),023440,2014/12,42018436,-4611026,205414
제이스코홀딩스(주),023440,2015/12,45695165,-6160137,-4507731
제이스코홀딩스(주),023440,2016/12,37855279,-1083305,345033
제이스코홀딩스(주),023440,2017/12,31008596,1643567,1116701
제이스코홀딩스(주),023440,2018/12,30535366,357390,727983
제이스코홀딩스(주),023440,2019/12,25110218,-3516962,-3324683
제이스코홀딩스(주),023440,2020/12,37520549,-4382018,-3625576
제이씨케미칼(주),137950,2011/12,112360887,7128799,7257949
제이씨케미칼(주),137950,2012/12,92763417,2630924,676420
제이씨케미칼(주),137950,2013/12,101503897,2402778,3044940
제이씨케미칼(주),137950,2014/12,76397676,-186741,256465
제이씨케미칼(주),137950,2015/12,110177242,5450345,5505374
제이씨케미칼(주),137950,2016/12,153804664,16239304,18694371
제이씨케미칼(주),137950,2017/12,155078140,4968963,10154386
제이씨케미칼(주),137950,2018/12,159857878,9509229,11297545
제이씨케미칼(주),137950,2019/12,177024604,5871406,12248801
제이씨케미칼(주),137950,2020/12,234687924,9536137,17683018
제이씨현시스템(주),033320,2011/12,113786390,2276644,2430821
제이씨현시스템(주),033320,2012/12,106310065,-1679358,-1740555
제이씨현시스템(주),033320,2013/12,109979515,1407509,1153177
제이씨현시스템(주),033320,2014/12,99510772,1736827,653040
제이씨현시스템(주),033320,2015/12,118767744,1303402,2118274
제이씨현시스템(주),033320,2016/12,155242706,1731887,5520698
제이씨현시스템(주),033320,2017/12,229175438,9058238,10804005
제이씨현시스템(주),033320,2018/12,229670368,7263456,9598044
제이씨현시스템(주),033320,2019/12,171196283,174291,228057
제이씨현시스템(주),033320,2020/12,190462430,6633367,7734145
제이앤유글로벌,086200,2011/12,85379043,5502029,6402912
제이앤유글로벌,086200,2012/12,68902571,-1026646,-599661
제이앤유글로벌,086200,2013/12,48051777,-7054329,-7333847
제이앤유글로벌,086200,2014/12,33033257,-10008568,-7381660
제이앤유글로벌,086200,2015/12,42964661,-12274317,-419186
제이에스전선(주),005560,2011/12,530235393,-12194985,-9627376
제이에스전선(주),005560,2012/12,581810770,12565197,13351405
제이에스전선(주),005560,2013/12,526423418,-21557312,-20598536
제이엔케이히터(주),126880,2011/12,92116188,9374676,12478026
제이엔케이히터(주),126880,2012/12,100053194,7801955,5393334
제이엔케이히터(주),126880,2013/12,72994824,756295,-117880
제이엔케이히터(주),126880,2014/12,105898651,-19746864,748198
제이엔케이히터(주),126880,2015/12,118455723,3225885,7387694
제이엔케이히터(주),126880,2016/12,106772446,-5035054,1184676
제이엔케이히터(주),126880,2017/12,96715708,-13733573,4606195
제이엔케이히터(주),126880,2018/12,114644019,-7445874,4115910
제이엔케이히터(주),126880,2019/12,197512325,5221468,15346647
제이엔케이히터(주),126880,2020/12,165904140,2905317,5341965
제이엠아이(주),033050,2011/12,34390375,-1142040,-2789889
제이엠아이(주),033050,2012/12,28061050,-25570066,-4482729
제이엠아이(주),033050,2013/12,17743451,-23962587,-7019765
제이엠아이(주),033050,2014/12,21082148,1351989,1762911
제이엠아이(주),033050,2015/12,13976083,-448741,-789443
제이엠아이(주),033050,2016/12,16685967,-9903423,2246376
제이엠아이(주),033050,2017/12,15146855,955295,3137200
제이엠아이(주),033050,2018/12,11276792,1759620,-913166
제이엠아이(주),033050,2019/12,11948797,-4509009,227998
제이엠아이(주),033050,2020/12,12780625,-7928136,-336079
제이엠티(주),094970,2011/12,97374511,1972053,2606783
제이엠티(주),094970,2012/12,157695459,-315899,6623935
제이엠티(주),094970,2013/12,150969115,2758462,7301228
제이엠티(주),094970,2014/12,155240340,4796771,9122132
제이엠티(주),094970,2015/12,88876737,-5252714,-2097704
제이엠티(주),094970,2016/12,99569337,3991361,1922473
제이엠티(주),094970,2017/12,115432823,1090429,1476498
제이엠티(주),094970,2018/12,102773155,4505560,2970986
제이엠티(주),094970,2019/12,54807237,2373924,3257422
제이엠티(주),094970,2020/12,28665293,-3026261,-1538614
제이준코스메틱(주),025620,2011/12,57607367,-9979272,-8285373
제이준코스메틱(주),025620,2012/12,50422207,-5714555,-5009654
제이준코스메틱(주),025620,2013/12,30094731,-16493582,-12812289
제이준코스메틱(주),025620,2014/12,7148923,-8066011,-20165563
제이준코스메틱(주),025620,2015/12,8011257,-15202500,-10584894
