회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),당기순이익(손실)(IFRS연결)
키네마스터(주),139670,2011/12,,,
키네마스터(주),139670,2012/12,,,
키네마스터(주),139670,2013/12,,,
키네마스터(주),139670,2014/12,17344584,2289241,2491882
키네마스터(주),139670,2015/12,12713550,-2181824,-1191553
키네마스터(주),139670,2016/12,9342322,-4966034,-5262828
키네마스터(주),139670,2017/12,10098222,-3364001,-4289608
키네마스터(주),139670,2018/12,12796770,-3123903,-3144984
키네마스터(주),139670,2019/12,19423411,317948,61731
키네마스터(주),139670,2020/12,29805447,4103713,2458255
태경산업(주),015890,2011/12,400323922,35337852,25587992
태경산업(주),015890,2012/12,406825725,22932582,24560628
태경산업(주),015890,2013/12,445819807,15673760,7640532
태경산업(주),015890,2014/12,407671453,15265733,7250627
태경산업(주),015890,2015/12,353853068,-3263138,-8297535
태경산업(주),015890,2016/12,444685147,12234376,4364516
태경산업(주),015890,2017/12,563737012,19588309,7751750
태경산업(주),015890,2018/12,563469539,23390246,14442560
태경산업(주),015890,2019/12,519562901,10773793,25552233
태경산업(주),015890,2020/12,430636732,15910953,8684073
태경케미컬(주),006890,2011/12,53525072,8255977,7826863
태경케미컬(주),006890,2012/12,55839714,6895763,7198996
태경케미컬(주),006890,2013/12,51890971,6135185,4169646
태경케미컬(주),006890,2014/12,53965988,6254871,6107007
태경케미컬(주),006890,2015/12,50912036,5072138,5365380
태경케미컬(주),006890,2016/12,51339557,3760970,3820249
태경케미컬(주),006890,2017/12,48889793,1797258,1639019
태경케미컬(주),006890,2018/12,47441991,3160575,2906256
태경케미컬(주),006890,2019/12,41832104,1191404,9823097
태경케미컬(주),006890,2020/12,47060539,7702115,7734494
태광산업(주),003240,2011/12,4004987072,441890228,366280674
태광산업(주),003240,2012/12,3715181735,175370500,115498604
태광산업(주),003240,2013/12,3513353201,168600514,113939554
태광산업(주),003240,2014/12,3162246020,149509550,122820168
태광산업(주),003240,2015/12,2804357944,159801098,104614215
태광산업(주),003240,2016/12,2671107287,160118559,44525681
태광산업(주),003240,2017/12,2915823077,241194125,179184350
태광산업(주),003240,2018/12,3108761624,331508939,249125392
태광산업(주),003240,2019/12,2918003265,291424870,167539648
태광산업(주),003240,2020/12,1740588227,53540948,155775437
태림페이퍼(주),019300,2011/12,241909054,16877238,24952900
태림페이퍼(주),019300,2012/12,434960595,51185857,14111059
태림페이퍼(주),019300,2013/12,425724544,18291870,11217425
태림페이퍼(주),019300,2014/12,402568274,17592582,9021083
태림페이퍼(주),019300,2015/12,405200618,-4057605,-27351711
태림포장(주),011280,2011/12,,,
태림포장(주),011280,2012/12,,,
태림포장(주),011280,2013/12,,,
태림포장(주),011280,2014/12,,,
태림포장(주),011280,2015/12,350351465,2024337,-12334615
태림포장(주),011280,2016/12,377902760,9029655,-58376301
태림포장(주),011280,2017/12,565689393,3313587,-677420
태림포장(주),011280,2018/12,608654279,35733374,28676653
태림포장(주),011280,2019/12,572946203,20824539,21694174
태림포장(주),011280,2020/12,562012034,9537739,4544661
태산엘시디(주),036210,2011/12,928026532,-16001836,-24513433
태산엘시디(주),036210,2012/12,477813291,-14188655,-26698126
태산엘시디(주),036210,2013/12,5252541,-11903043,-65226930
태양금속공업(주),004100,2011/12,344589399,9018965,786265
태양금속공업(주),004100,2012/12,433348535,14675321,1630374
태양금속공업(주),004100,2013/12,460531722,14662798,1489562
태양금속공업(주),004100,2014/12,475397440,12415045,6708400
태양금속공업(주),004100,2015/12,482361925,13108719,3951906
태양금속공업(주),004100,2016/12,477027217,15636654,9605401
태양금속공업(주),004100,2017/12,469169633,9977999,-4167314
태양금속공업(주),004100,2018/12,449188919,7168004,-5440408
태양금속공업(주),004100,2019/12,470863288,-17625043,-22140537
태양금속공업(주),004100,2020/12,404432838,-3372777,-9581032
태원물산(주),001420,2011/12,,,
태원물산(주),001420,2012/12,,,
태원물산(주),001420,2013/12,,,
태원물산(주),001420,2014/12,,,
태원물산(주),001420,2015/12,,,
태원물산(주),001420,2016/12,,,
태원물산(주),001420,2017/12,,,
태원물산(주),001420,2018/12,,,
태원물산(주),001420,2019/12,,,
태원물산(주),001420,2020/12,,,
태평양물산(주),007980,2011/12,469367575,14884015,3311152
태평양물산(주),007980,2012/12,593322835,7372073,-1573834
태평양물산(주),007980,2013/12,818363328,21868344,3206344
태평양물산(주),007980,2014/12,798871319,23415633,1089118
태평양물산(주),007980,2015/12,842559230,18325860,-17325284
태평양물산(주),007980,2016/12,864658855,-48623953,-53314936
태평양물산(주),007980,2017/12,922195889,23691493,9917161
태평양물산(주),007980,2018/12,972052003,32529880,10381488
태평양물산(주),007980,2019/12,971638980,43215232,11233484
태평양물산(주),007980,2020/12,785040342,-1965768,-12389207
테고사이언스(주),191420,2012/12,,,
테고사이언스(주),191420,2013/12,,,
테고사이언스(주),191420,2014/12,,,
테고사이언스(주),191420,2015/12,,,
테고사이언스(주),191420,2016/12,8343010,2333868,753896
테고사이언스(주),191420,2017/12,8642115,2086795,-6273278
테고사이언스(주),191420,2018/12,7850219,872812,-1860194
테고사이언스(주),191420,2019/12,6346019,345960,831875
테고사이언스(주),191420,2020/12,8789100,1575382,1827772
테라사이언스(주),073640,2011/12,54207498,7855954,1265846
테라사이언스(주),073640,2012/12,46925723,3947169,2894712
테라사이언스(주),073640,2013/12,32430724,-4362537,-5411397
테라사이언스(주),073640,2014/12,35443087,-5772173,-7552779
테라사이언스(주),073640,2015/12,28933361,-9505140,-29055382
테라사이언스(주),073640,2016/12,,,
테라사이언스(주),073640,2017/12,24030813,-159477,-2329327
테라사이언스(주),073640,2018/12,19572116,328924,-1989123
테라사이언스(주),073640,2019/12,16194065,-2944449,-2755497
테라사이언스(주),073640,2020/12,16087225,-1077634,-8418481
텔코웨어(주),078000,2011/12,54875363,4227821,5552885
텔코웨어(주),078000,2012/12,62267722,7173823,6773394
텔코웨어(주),078000,2013/12,65775731,13096153,10839720
텔코웨어(주),078000,2014/12,50641871,8015193,7610954
텔코웨어(주),078000,2015/12,59369782,8406892,7786158
텔코웨어(주),078000,2016/12,40894146,4619492,4503624
텔코웨어(주),078000,2017/12,41401581,5210423,5300434
텔코웨어(주),078000,2018/12,42145350,6032672,6343551
텔코웨어(주),078000,2019/12,41789353,3363860,4283361
텔코웨어(주),078000,2020/12,36401943,546070,1867186
티와이엠(주),002900,2011/12,336738119,4803245,-6620440
티와이엠(주),002900,2012/12,366717705,8937863,-1294895
티와이엠(주),002900,2013/12,381620325,10706112,-1454944
티와이엠(주),002900,2014/12,343695849,1306310,-8895307
티와이엠(주),002900,2015/12,357489527,5287821,2647239
티와이엠(주),002900,2016/12,375475433,3421012,3681720
티와이엠(주),002900,2017/12,528335206,-1921732,-22604786
티와이엠(주),002900,2018/12,589909835,-5442448,-22760684
티와이엠(주),002900,2019/12,617355468,13702070,5224426
티와이엠(주),002900,2020/12,713300783,29086928,6416878
티제이미디어(주),032540,2011/12,64680498,5974327,6198208
티제이미디어(주),032540,2012/12,78884855,4898440,3936460
티제이미디어(주),032540,2013/12,73224767,376614,521632
티제이미디어(주),032540,2014/12,57989559,-863631,-230716
티제이미디어(주),032540,2015/12,71695413,1729616,2046184
티제이미디어(주),032540,2016/12,77945341,276727,861502
티제이미디어(주),032540,2017/12,83637582,2263115,1674129
티제이미디어(주),032540,2018/12,68523824,-1770794,-1589132
티제이미디어(주),032540,2019/12,75419429,451684,901690
티제이미디어(주),032540,2020/12,55628186,-2716404,-2453026
티케이지애강(주),022220,2011/12,182361623,2793647,-3674097
티케이지애강(주),022220,2012/12,115892382,-1999797,7453316
티케이지애강(주),022220,2013/12,85566237,-1266457,-9242209
티케이지애강(주),022220,2014/12,85748510,-5051602,-13739961
티케이지애강(주),022220,2015/12,51913546,2197134,-1882489
티케이지애강(주),022220,2016/12,69283697,6747211,5577584
티케이지애강(주),022220,2017/12,78234490,11473251,9528745
티케이지애강(주),022220,2018/12,64950179,10038886,7510360
티케이지애강(주),022220,2019/12,71371711,10214468,11522828
티케이지애강(주),022220,2020/12,59019699,5489604,2511069
티케이지휴켐스(주),069260,2011/12,566909489,52751760,51537570
티케이지휴켐스(주),069260,2012/12,713347820,65932967,52194435
티케이지휴켐스(주),069260,2013/12,795714488,59660817,50290636
티케이지휴켐스(주),069260,2014/12,716638988,52770756,38041971
티케이지휴켐스(주),069260,2015/12,600426024,43596108,34222746
티케이지휴켐스(주),069260,2016/12,598231742,76890818,39903581
티케이지휴켐스(주),069260,2017/12,715764958,152631860,110056577
티케이지휴켐스(주),069260,2018/12,762875404,139208783,105081366
티케이지휴켐스(주),069260,2019/12,659772632,106356572,70312286
티케이지휴켐스(주),069260,2020/12,593511362,95247595,49786681
팅크웨어(주),084730,2011/12,,,
팅크웨어(주),084730,2012/12,,,
팅크웨어(주),084730,2013/12,177426513,1395293,-2719680
팅크웨어(주),084730,2014/12,159488141,4399971,953947
팅크웨어(주),084730,2015/12,151259007,3107285,919853
팅크웨어(주),084730,2016/12,185038714,5484247,2107564
팅크웨어(주),084730,2017/12,197920594,7052215,2220487
팅크웨어(주),084730,2018/12,194443885,7722988,1918367
팅크웨어(주),084730,2019/12,182220910,7827476,4050708
팅크웨어(주),084730,2020/12,197566474,12491643,8599095
파나케이아(주),058530,2011/12,20855740,1571027,263657
파나케이아(주),058530,2012/12,21581673,1433159,-3625798
파나케이아(주),058530,2013/12,24822195,1948299,717415
파나케이아(주),058530,2014/12,22539775,294114,-2799260
파나케이아(주),058530,2015/12,23408912,455969,420975
파나케이아(주),058530,2016/12,59798412,3924509,69107
파나케이아(주),058530,2017/12,96694384,-13910163,-23768813
파나케이아(주),058530,2018/12,70689133,-14324756,-17434471
파나케이아(주),058530,2019/12,41111222,3401740,-24929147
파나케이아(주),058530,2020/12,20059239,-81325,-6879349
파미셀(주),005690,2011/12,10282424,-16310406,-18185956
파미셀(주),005690,2012/12,11111800,-14032233,-17649474
파미셀(주),005690,2013/12,33405394,-7636968,-25700965
파미셀(주),005690,2014/12,,,
파미셀(주),005690,2015/12,,,
파미셀(주),005690,2016/12,,,
파미셀(주),005690,2017/12,,,
파미셀(주),005690,2018/12,,,
파미셀(주),005690,2019/12,,,
파미셀(주),005690,2020/12,,,
팜젠사이언스(주),004720,2011/12,27911913,-3898392,-8846737
팜젠사이언스(주),004720,2012/12,30291621,-5031041,-5326181
팜젠사이언스(주),004720,2013/12,38971053,-3430916,-3779193
팜젠사이언스(주),004720,2014/12,44203012,-3609964,-4620659
팜젠사이언스(주),004720,2015/12,60405445,4524306,2083070
팜젠사이언스(주),004720,2016/12,71545613,4835179,3470531
팜젠사이언스(주),004720,2017/12,79894497,6010943,4433382
팜젠사이언스(주),004720,2018/12,89101640,4985932,4495677
팜젠사이언스(주),004720,2019/12,95137669,1187320,235996
팜젠사이언스(주),004720,2020/12,96614310,-669905,9124059
패션플랫폼(주),256090,2013/12,,,
패션플랫폼(주),256090,2014/12,,,
패션플랫폼(주),256090,2015/12,,,
패션플랫폼(주),225590,2015/12,,,
패션플랫폼(주),225590,2016/12,,,
패션플랫폼(주),256090,2016/12,,,
패션플랫폼(주),225590,2017/12,,,
패션플랫폼(주),225590,2018/12,,,
패션플랫폼(주),225590,2019/12,,,
패션플랫폼(주),225590,2020/12,,,
팬오션(주),028670,2011/12,5742168000,-22956000,-21984000
팬오션(주),028670,2012/12,5417846000,-214590000,-466865000
팬오션(주),028670,2013/12,2691198000,-228798000,-1909683000
팬오션(주),028670,2014/12,1645571000,215955000,786078000
팬오션(주),028670,2015/12,1819313000,229370000,45547000
팬오션(주),028670,2016/12,1873986000,167901000,97089000
팬오션(주),028670,2017/12,2336240000,195023000,141275000
팬오션(주),028670,2018/12,2668353000,203936000,148645000
팬오션(주),028670,2019/12,2467891000,210019000,147727000
팬오션(주),028670,2020/12,2497159000,225212000,90722000
퍼스텍(주),010820,2011/12,83953089,2601390,2748069
퍼스텍(주),010820,2012/12,91483076,1979096,2589407
퍼스텍(주),010820,2013/12,108779044,2725793,2375019
퍼스텍(주),010820,2014/12,115615170,2775079,1623965
퍼스텍(주),010820,2015/12,138760454,1866126,2528202
퍼스텍(주),010820,2016/12,151319205,461659,-368076
퍼스텍(주),010820,2017/12,161959020,1072093,3773446
퍼스텍(주),010820,2018/12,,,
퍼스텍(주),010820,2019/12,,,
퍼스텍(주),010820,2020/12,,,
펌텍코리아(주),251970,2011/12,,,
펌텍코리아(주),251970,2012/12,,,
펌텍코리아(주),251970,2013/12,,,
펌텍코리아(주),251970,2014/12,,,
펌텍코리아(주),251970,2015/12,,,
펌텍코리아(주),251970,2016/12,,,
펌텍코리아(주),251970,2017/12,133563767,19190835,16173034
펌텍코리아(주),251970,2018/12,151070087,24536405,20775700
펌텍코리아(주),251970,2019/12,175371909,26860377,22893194
펌텍코리아(주),251970,2020/12,196796773,27394232,24492097
페이퍼코리아(주),001020,2011/12,247106244,-14276054,-27798668
페이퍼코리아(주),001020,2012/12,255472972,19203338,3206356
페이퍼코리아(주),001020,2013/12,271256395,3090212,-10110861
페이퍼코리아(주),001020,2014/12,250621474,-11563977,-24315036
페이퍼코리아(주),001020,2015/12,245776625,-46404901,-59279252
페이퍼코리아(주),001020,2016/12,421933898,-22334215,-37095277
페이퍼코리아(주),001020,2017/12,556516272,-34186362,-102967842
페이퍼코리아(주),001020,2018/12,412274754,2178439,-38061342
페이퍼코리아(주),001020,2019/12,265642044,-1298140,-27833230
페이퍼코리아(주),001020,2020/12,484064482,34611432,241879
평산차업집단유한공사,950010,2011/09,103322681,3389648,-19670444
평산차업집단유한공사,950010,2012/09,79180261,-25698285,-28019124
평산차업집단유한공사,950010,2013/09,89231630,2413794,-915033
평산차업집단유한공사,950010,2013/12,34896751,-7638553,-10036388
평산차업집단유한공사,950010,2014/12,65100699,-46254452,-111135394
평화산업(주),090080,2011/12,108560950,-299906,-1064771
평화산업(주),090080,2012/12,128505235,2308476,-2284389
평화산업(주),090080,2013/12,134699098,786580,1033333
평화산업(주),090080,2014/12,239245093,-578034,-2237125
평화산업(주),090080,2015/12,320039001,631392,2873822
평화산업(주),090080,2016/12,327043762,524690,1710963
평화산업(주),090080,2017/12,324536135,-8867913,-7925310
평화산업(주),090080,2018/12,335829007,-16047708,-44077298
평화산업(주),090080,2019/12,353267057,-2308169,-7210044
평화산업(주),090080,2020/12,338581043,-7210669,-7790030
평화홀딩스(주),010770,2011/12,538746369,396267,-12395708
평화홀딩스(주),010770,2012/12,570649070,10976242,-3576317
평화홀딩스(주),010770,2013/12,570390311,9600086,5468514
평화홀딩스(주),010770,2014/12,561303322,3948767,-15272141
평화홀딩스(주),010770,2015/12,574194659,5335084,1129793
평화홀딩스(주),010770,2016/12,590882479,16123822,6858026
평화홀딩스(주),010770,2017/12,550059577,-5971991,-5486688
평화홀딩스(주),010770,2018/12,556014771,-24849816,-63596620
평화홀딩스(주),010770,2019/12,581079856,-3569608,-21766311
평화홀딩스(주),010770,2020/12,521111233,-3058288,-8444008
포스코스틸리온(주),058430,2011/12,,,
포스코스틸리온(주),058430,2012/12,,,
포스코스틸리온(주),058430,2013/12,821182872,2647626,-5172750
포스코스틸리온(주),058430,2014/12,802617533,8164839,-2298404
포스코스틸리온(주),058430,2015/12,801646714,23128971,7825108
포스코스틸리온(주),058430,2016/12,798007442,41064089,31409664
포스코스틸리온(주),058430,2017/12,912059768,24391811,17527988
포스코스틸리온(주),058430,2018/12,940305020,17751241,10804281
포스코스틸리온(주),058430,2019/12,916744848,9977353,2577866
포스코스틸리온(주),058430,2020/12,907319458,16923040,7123646
포스코홀딩스(주),005490,2011/12,68938725064,5408101367,3714285845
포스코홀딩스(주),005490,2012/12,63604150874,3653107747,2385606843
포스코홀딩스(주),005490,2013/12,61864649859,2996133864,1355180338
포스코홀딩스(주),005490,2014/12,65098445304,3213530266,556659146
포스코홀딩스(주),005490,2015/12,58192344561,2410042582,-96181234
포스코홀딩스(주),005490,2016/12,53083512926,2844324579,1048168660
포스코홀딩스(주),005490,2017/12,60655099617,4621833653,2973469161
포스코홀딩스(주),005490,2018/12,64977777434,5542599677,1892064406
포스코홀딩스(주),005490,2019/12,64366847808,3868854559,1982637209
포스코홀딩스(주),005490,2020/12,57792795733,2403035193,1788152419
풍국주정공업(주),023900,2011/12,80509553,9927775,7932740
풍국주정공업(주),023900,2012/12,91829495,7132922,5750310
풍국주정공업(주),023900,2013/12,100286996,10363285,8299596
풍국주정공업(주),023900,2014/12,107827610,8589028,6948866
풍국주정공업(주),023900,2015/12,101463025,10341141,8108178
풍국주정공업(주),023900,2016/12,96762579,11514123,9409082
풍국주정공업(주),023900,2017/12,107554087,11316422,14568365
풍국주정공업(주),023900,2018/12,120452943,13432094,11420891
풍국주정공업(주),023900,2019/12,121430700,10526395,9109368
풍국주정공업(주),023900,2020/12,117989839,11162463,9147419
풍림산업(주),001310,2011/12,1040133869,-46436292,-35852564
풍원정밀(주),371950,2013/12,,,
풍원정밀(주),371950,2014/12,,,
풍원정밀(주),371950,2015/12,,,
풍원정밀(주),371950,2016/12,,,
풍원정밀(주),371950,2017/12,,,
풍원정밀(주),371950,2018/12,41933748,-170755,-657411
풍원정밀(주),371950,2019/12,38492767,450245,-1595208
풍원정밀(주),371950,2020/12,37117471,603075,592167
프레스티지바이오로직스(주),334970,2017/12,,,
프레스티지바이오로직스(주),334970,2018/12,,,
프레스티지바이오로직스(주),334970,2019/12,,,
프레스티지바이오로직스(주),334970,2020/12,,,
프리시젼바이오(주),335810,2016/12,4912571,-1816562,-1294399
프리시젼바이오(주),335810,2017/12,4406400,-2206180,-2454905
프리시젼바이오(주),335810,2018/12,4588305,-2830049,-3694479
프리시젼바이오(주),335810,2019/12,6204764,-2636495,-405341
프리시젼바이오(주),335810,2020/12,8684947,-1718513,-4952971
피씨엘(주),241820,2013/12,,,
피씨엘(주),241820,2014/12,,,
피씨엘(주),241820,2015/12,,,
피씨엘(주),241820,2016/12,,,
피씨엘(주),241820,2017/12,,,
피씨엘(주),241820,2018/12,,,
피씨엘(주),241820,2019/12,,,
피씨엘(주),241820,2020/12,,,
피아이첨단소재(주),178920,2011/12,,,
피아이첨단소재(주),178920,2012/12,,,
피아이첨단소재(주),178920,2013/12,,,
피아이첨단소재(주),178920,2014/12,,,
피아이첨단소재(주),178920,2015/12,,,
피아이첨단소재(주),178920,2016/12,,,
피아이첨단소재(주),178920,2017/12,,,
피아이첨단소재(주),178920,2018/12,,,
피아이첨단소재(주),178920,2019/12,,,
피아이첨단소재(주),178920,2020/12,,,
피앤씨테크(주),237750,2011/12,,,
피앤씨테크(주),237750,2012/12,,,
피앤씨테크(주),237750,2013/12,,,
피앤씨테크(주),237750,2014/12,,,
피앤씨테크(주),237750,2015/12,,,
피앤씨테크(주),237750,2016/12,,,
피앤씨테크(주),237750,2017/12,,,
피앤씨테크(주),237750,2018/12,,,
피앤씨테크(주),237750,2019/12,,,
피앤씨테크(주),237750,2020/12,,,
피에스케이(주),319660,2019/12,154611977,16899953,14971556
피에스케이(주),319660,2020/12,265729684,31552800,22259443
피에스케이홀딩스(주),031980,2011/12,91127167,4311562,1383755
피에스케이홀딩스(주),031980,2012/12,84368260,8659540,11558210
피에스케이홀딩스(주),031980,2013/12,129058637,21039565,16868684
피에스케이홀딩스(주),031980,2014/12,148566798,17505053,10779077
피에스케이홀딩스(주),031980,2015/12,138364038,16684579,13618790
피에스케이홀딩스(주),031980,2016/12,163071754,25322715,19633766
피에스케이홀딩스(주),031980,2017/12,275390545,57678366,39443421
피에스케이홀딩스(주),031980,2018/12,328682010,67584477,53521668
피에스케이홀딩스(주),031980,2019/12,42078133,1462469,8394444
피에스케이홀딩스(주),031980,2020/12,39774310,-2464096,59201748
피에스텍(주),002230,2011/12,39168582,2741738,7211461
피에스텍(주),002230,2012/12,25953033,-610619,7808463
피에스텍(주),002230,2013/12,39265957,529502,24626032
피에스텍(주),002230,2014/12,42532118,4468132,4393846
피에스텍(주),002230,2015/12,56079485,8878884,9293055
피에스텍(주),002230,2016/12,50707843,4502440,4443466
피에스텍(주),002230,2017/12,70833779,8117613,11324748
피에스텍(주),002230,2018/12,61651717,-1281022,-313610
피에스텍(주),002230,2019/12,50670723,-1739810,2533315
피에스텍(주),002230,2020/12,53223265,-598329,434127
피에이치에이(주),043370,2011/12,694260991,54913996,43899763
피에이치에이(주),043370,2012/12,882762961,55569939,37310032
피에이치에이(주),043370,2013/12,998578386,68654622,47378858
피에이치에이(주),043370,2014/12,1056796279,50921639,39317213
피에이치에이(주),043370,2015/12,1149093865,4906352,7364917
피에이치에이(주),043370,2016/12,1222491908,69662163,53296491
피에이치에이(주),043370,2017/12,1053836517,25208914,74521352
피에이치에이(주),043370,2018/12,1066543292,19331587,44832284
피에이치에이(주),043370,2019/12,1088426363,15579774,31622057
피에이치에이(주),043370,2020/12,949059782,14305920,7926073
피엔케이피부임상연구센타(주),347740,2018/12,,,
피엔케이피부임상연구센타(주),347740,2019/12,,,
피엔케이피부임상연구센타(주),347740,2020/12,,,
하나마이크론(주),067310,2011/12,294559784,14455048,8756400
하나마이크론(주),067310,2012/12,258806666,-7338616,-9980376
하나마이크론(주),067310,2013/12,278115010,-5465868,-19266613
하나마이크론(주),067310,2014/12,294532159,23813469,8239472
하나마이크론(주),067310,2015/12,286239109,16400492,4463534
하나마이크론(주),067310,2016/12,252294498,-17957771,-24516588
하나마이크론(주),067310,2017/12,365813664,41052108,10434648
하나마이크론(주),067310,2018/12,479948865,53421678,21646722
하나마이크론(주),067310,2019/12,498198003,45252915,14505784
하나마이크론(주),067310,2020/12,539460193,51011650,3632689
하나머티리얼즈(주),166090,2011/12,,,
하나머티리얼즈(주),166090,2012/12,,,
하나머티리얼즈(주),166090,2013/12,,,
하나머티리얼즈(주),166090,2014/12,,,
하나머티리얼즈(주),166090,2015/12,,,
하나머티리얼즈(주),166090,2016/12,,,
하나머티리얼즈(주),166090,2017/12,,,
하나머티리얼즈(주),166090,2018/12,,,
하나머티리얼즈(주),166090,2019/12,,,
하나머티리얼즈(주),166090,2020/12,,,
하나제약(주),293480,2011/12,,,
하나제약(주),293480,2012/12,,,
하나제약(주),293480,2013/12,,,
하나제약(주),293480,2014/12,,,
하나제약(주),293480,2015/12,,,
하나제약(주),293480,2016/12,124534999,23670679,17430848
하나제약(주),293480,2017/12,139331266,31929643,24302486
하나제약(주),293480,2018/12,,,
하나제약(주),293480,2019/12,,,
하나제약(주),293480,2020/12,,,
하이록코리아(주),013030,2011/12,146358961,31890638,24731607
하이록코리아(주),013030,2012/12,187888401,41692648,29506643
하이록코리아(주),013030,2013/12,187583211,42780854,33353144
하이록코리아(주),013030,2014/12,193030849,48993250,38242544
하이록코리아(주),013030,2015/12,209241088,53587850,43206158
하이록코리아(주),013030,2016/12,177120063,37266234,30221399
하이록코리아(주),013030,2017/12,182699987,35521475,23623257
하이록코리아(주),013030,2018/12,124267408,10848265,12204679
하이록코리아(주),013030,2019/12,142113513,14922325,13597494
하이록코리아(주),013030,2020/12,138192215,16171451,6514438
하이즈항공(주),221840,2011/12,,,
하이즈항공(주),221840,2012/12,,,
하이즈항공(주),221840,2013/12,,,
하이즈항공(주),221840,2014/12,,,
하이즈항공(주),221840,2015/12,,,
하이즈항공(주),221840,2016/12,,,
하이즈항공(주),221840,2017/12,44684830,1989437,712296
하이즈항공(주),221840,2018/12,51699966,1221447,639869
하이즈항공(주),221840,2019/12,73686265,3831642,3705357
하이즈항공(주),221840,2020/12,52941000,-2809510,-3685928
하이트진로(주),000080,2011/12,1373664296,136770007,70242546
하이트진로(주),000080,2012/12,2034625757,167155028,103536195
하이트진로(주),000080,2013/12,1897468864,161051461,79103048
하이트진로(주),000080,2014/12,1872333383,93703354,21253791
하이트진로(주),000080,2015/12,1907480760,133987373,53360072
하이트진로(주),000080,2016/12,1890232768,124005914,38447239
하이트진로(주),000080,2017/12,1889910216,87249749,12735966
하이트진로(주),000080,2018/12,1885626109,90442083,22272353
하이트진로(주),000080,2019/12,2035063967,88246564,-42394951
하이트진로(주),000080,2020/12,2256322946,198478557,86628492
하이트진로홀딩스(주),000140,2011/12,2112233714,223803019,41469359
하이트진로홀딩스(주),000140,2012/12,2081670796,183963642,63311789
하이트진로홀딩스(주),000140,2013/12,1942883418,167905936,-51776920
하이트진로홀딩스(주),000140,2014/12,1889746031,108081024,-101108612
하이트진로홀딩스(주),000140,2015/12,1927124745,145874231,44719059
하이트진로홀딩스(주),000140,2016/12,1895436534,132938753,46282665
하이트진로홀딩스(주),000140,2017/12,1881222643,100095848,-7615475
하이트진로홀딩스(주),000140,2018/12,1876650205,103511877,8640980
하이트진로홀딩스(주),000140,2019/12,2026315991,100944135,-40132480
하이트진로홀딩스(주),000140,2020/12,2247005970,210493505,107691607
하인크코리아(주),373200,2020/12,,,
한국가스공사(주),036460,2011/12,28493663405,1018202986,174707367
한국가스공사(주),036460,2012/12,35031319144,1266652947,362046097
한국가스공사(주),036460,2013/12,38062712699,1488206913,-203638809
한국가스공사(주),036460,2014/12,37284866761,1071906156,447222939
한국가스공사(주),036460,2015/12,26052723828,1007812098,319190290
한국가스공사(주),036460,2016/12,21108115739,917634127,-673557723
한국가스공사(주),036460,2017/12,22172305487,1033936616,-1191735429
한국가스공사(주),036460,2018/12,26185037651,1276858676,526744604
한국가스공사(주),036460,2019/12,24982639515,1334514162,58269152
한국가스공사(주),036460,2020/12,20833721595,898855103,-160683053
한국공항(주),005430,2011/12,421603394,27482786,-14541110
한국공항(주),005430,2012/12,,,
한국공항(주),005430,2013/12,,,
한국공항(주),005430,2014/12,438214373,13436759,28010924
한국공항(주),005430,2015/12,455699544,15388633,8831541
한국공항(주),005430,2016/12,472598316,26791642,17437898
한국공항(주),005430,2017/12,485444523,27010132,22375273
한국공항(주),005430,2018/12,526113112,24692129,18836150
한국공항(주),005430,2019/12,528998204,22038426,16263109
한국공항(주),005430,2020/12,298900584,-48985070,-47459465
한국기업평가(주),034950,2011/09,59766324,14767584,11973470
한국기업평가(주),034950,2012/09,67354892,18339618,17076123
한국기업평가(주),034950,2013/12,64396802,16274558,14319862
한국기업평가(주),034950,2014/12,64635376,15815260,13779023
한국기업평가(주),034950,2015/12,66481428,15807831,13316866
한국기업평가(주),034950,2016/12,74261681,20925467,16871606
한국기업평가(주),034950,2017/12,78518123,24037425,19326763
한국기업평가(주),034950,2018/12,84153909,25376676,20233820
한국기업평가(주),034950,2019/12,92749504,31647801,24756035
한국기업평가(주),034950,2020/12,95884739,32710070,24163313
한국내화(주),010040,2011/12,,,
한국내화(주),010040,2012/12,,,
한국내화(주),010040,2013/12,,,
한국내화(주),010040,2014/12,,,
한국내화(주),010040,2015/12,,,
한국내화(주),010040,2016/12,,,
한국내화(주),010040,2017/12,,,
한국내화(주),010040,2018/12,,,
한국내화(주),010040,2019/12,,,
한국내화(주),010040,2020/12,203694764,5181221,1475766
한국단자공업(주),025540,2011/12,458713598,40973322,36658177
한국단자공업(주),025540,2012/12,482862235,47133132,29907102
한국단자공업(주),025540,2013/12,566022781,52525846,43018878
한국단자공업(주),025540,2014/12,604518782,68365879,57545129
한국단자공업(주),025540,2015/12,661271369,82664611,68887117
한국단자공업(주),025540,2016/12,714241350,90403518,67194973
한국단자공업(주),025540,2017/12,744446391,66145013,49818087
한국단자공업(주),025540,2018/12,746382909,46197831,39604509
한국단자공업(주),025540,2019/12,772133925,33514450,31868435
한국단자공업(주),025540,2020/12,802497228,78967748,57722621
한국맥널티(주),222980,2011/12,,,
한국맥널티(주),222980,2012/12,,,
한국맥널티(주),222980,2013/12,,,
한국맥널티(주),222980,2014/12,,,
한국맥널티(주),222980,2015/12,,,
한국맥널티(주),222980,2016/12,32505046,3707874,2746853
